Dia,Hora,Cansat,Paquet,Termistor,Voltatge,Resistencia,Temperatura (termistor),Temperatura (BMP280),Pressió,Altura
2024-04-29,09:16:06,Alicia Sintes,98,469,2.29,8465.7,28.8,21.78,104656.72,-19.89
2024-04-29,09:16:07,Alicia Sintes,99,469,2.29,8465.7,28.8,21.78,104655.99,-19.88
2024-04-29,09:16:08,Alicia Sintes,100,469,2.29,8465.7,28.8,21.77,104655.17,-19.88
2024-04-29,09:16:09,Alicia Sintes,101,469,2.29,8465.7,28.8,21.77,104654.36,-19.87
2024-04-29,09:16:10,Alicia Sintes,102,469,2.29,8465.7,28.8,21.76,104653.72,-19.87
2024-04-29,09:16:11,Alicia Sintes,103,469,2.29,8465.7,28.8,21.76,104653.32,-19.87
