Dia,Hora,Cansat,Paquet,Termistor,Voltatge,Resistencia,Temperatura (termistor),Temperatura (BMP280),Pressió,Altura
2024-04-29,09:46:42,Alicia Sintes,286,482,2.64,11224.07,22.42,22.13,104625.24,1395.62
2024-04-29,09:46:43,Alicia Sintes,287,482,2.64,11224.07,22.42,22.12,104625.34,1395.62
2024-04-29,09:46:44,Alicia Sintes,288,482,2.64,11224.07,22.42,22.12,104624.94,1395.62
2024-04-29,09:46:45,Alicia Sintes,289,482,2.64,11224.07,22.42,22.12,104624.86,1395.62
2024-04-29,09:46:46,Alicia Sintes,290,482,2.64,11224.07,22.42,22.12,104624.86,1395.62
2024-04-29,09:46:47,Alicia Sintes,291,482,2.64,11224.07,22.42,22.12,104624.8,1395.62
2024-04-29,09:46:48,Alicia Sintes,292,482,2.64,11224.07,22.42,22.11,104624.57,1395.62
2024-04-29,09:46:49,Alicia Sintes,293,482,2.64,11224.07,22.42,22.11,104624.72,1395.62
2024-04-29,09:46:50,Alicia Sintes,294,482,2.64,11224.07,22.42,22.11,104624.66,1395.62
2024-04-29,09:46:51,Alicia Sintes,295,481,2.65,11268.19,22.34,22.11,104624.46,1395.62
2024-04-29,09:46:52,Alicia Sintes,296,481,2.65,11268.19,22.34,22.11,104624.61,1395.62
2024-04-29,09:46:53,Alicia Sintes,297,481,2.65,11268.19,22.34,22.11,104624.61,1395.62
2024-04-29,09:46:54,Alicia Sintes,298,481,2.65,11268.19,22.34,22.11,104624.55,1395.62
2024-04-29,09:46:55,Alicia Sintes,299,481,2.65,11268.19,22.34,22.1,104624.32,1395.62
2024-04-29,09:46:56,Alicia Sintes,300,481,2.65,11268.19,22.34,22.1,104624.82,1395.62
2024-04-29,09:46:57,Alicia Sintes,301,481,2.65,11268.19,22.34,22.1,104624.75,1395.62
2024-04-29,09:46:58,Alicia Sintes,302,481,2.65,11268.19,22.34,22.1,104625.08,1395.62
2024-04-29,09:46:59,Alicia Sintes,303,481,2.65,11268.19,22.34,22.1,104625.35,1395.62
2024-04-29,09:47:00,Alicia Sintes,304,482,2.64,11224.07,22.42,22.1,104625.35,1395.62
2024-04-29,09:47:01,Alicia Sintes,305,481,2.65,11268.19,22.34,22.1,104625.35,1395.62
2024-04-29,09:47:02,Alicia Sintes,306,481,2.65,11268.19,22.34,22.1,104625.11,1395.62
2024-04-29,09:47:03,Alicia Sintes,307,481,2.65,11268.19,22.34,22.1,104625.44,1395.62
2024-04-29,09:47:04,Alicia Sintes,308,481,2.65,11268.19,22.34,22.1,104625.95,1395.61
2024-04-29,09:47:05,Alicia Sintes,309,481,2.65,11268.19,22.34,22.09,104625.38,1395.62
