2024-04-29,09:14:21,0/Cansat Alicia Sintes. En repos. Esperant ordres.
2024-04-29,09:14:24,0/Cansat Alicia Sintes. En repos. Esperant ordres.
2024-04-29,09:14:27,3/0,Alicia Sintes,465,104626.14,21.31,-115.93
2024-04-29,09:14:28,3/1,Alicia Sintes,465,104626.48,21.31,-115.96
2024-04-29,09:14:29,3/2,Alicia Sintes,465,104626.65,21.31,-115.97
2024-04-29,09:14:30,3/3,Alicia Sintes,465,104626.82,21.31,-115.99
2024-04-29,09:14:31,3/4,Alicia Sintes,465,104626.99,21.31,-116.00
2024-04-29,09:14:32,3/5,Alicia Sintes,465,104626.99,21.31,-116.00
2024-04-29,09:14:33,3/6,Alicia Sintes,465,104627.16,21.31,-116.02
2024-04-29,09:14:34,3/7,Alicia Sintes,465,104627.16,21.31,-116.02
2024-04-29,09:14:35,3/8,Alicia Sintes,465,104627.72,21.31,-116.06
2024-04-29,09:14:36,3/9,Alicia Sintes,465,104627.16,21.31,-116.02
2024-04-29,09:14:37,3/10,Alicia Sintes,466,104627.72,21.31,-116.06
2024-04-29,09:14:38,3/11,Alicia Sintes,444,104627.56,21.31,-116.05
2024-04-29,09:14:39,3/12,Alicia Sintes,462,104627.16,21.31,-116.02
2024-04-29,09:14:40,3/13,Alicia Sintes,461,104627.32,21.31,-116.03
2024-04-29,09:14:41,3/14,Alicia Sintes,463,104627.49,21.31,-116.04
2024-04-29,09:14:42,3/15,Alicia Sintes,465,104627.32,21.31,-116.03
2024-04-29,09:14:43,3/16,Alicia Sintes,465,104627.32,21.31,-116.03
2024-04-29,09:14:44,3/17,Alicia Sintes,452,104627.49,21.31,-116.04
2024-04-29,09:14:45,3/18,Alicia Sintes,464,104627.32,21.31,-116.03
2024-04-29,09:14:46,3/19,Alicia Sintes,458,104627.16,21.31,-116.02
2024-04-29,09:14:47,3/20,Alicia Sintes,465,104626.99,21.31,-116.00
2024-04-29,09:14:48,3/21,Alicia Sintes,439,104631.07,21.62,-116.33
2024-04-29,09:14:49,3/22,Alicia Sintes,469,104635.94,21.86,-116.73
2024-04-29,09:14:50,3/23,Alicia Sintes,469,104642.49,22.11,-117.25
2024-04-29,09:14:51,3/24,Alicia Sintes,470,104651.89,22.46,-118.01
2024-04-29,09:14:52,3/25,Alicia Sintes,470,104660.28,22.71,-118.69
2024-04-29,09:14:53,3/26,Alicia Sintes,470,104669.28,23.02,-119.42
2024-04-29,09:14:54,3/27,Alicia Sintes,470,104676.82,23.23,-120.03
