2024-04-29,09:14:21,0/Cansat Alicia Sintes. En repos. Esperant ordres.
2024-04-29,09:14:24,0/Cansat Alicia Sintes. En repos. Esperant ordres.
2024-04-29,09:14:55,3/28,Alicia Sintes,470,104683.42,23.39,-120.56
2024-04-29,09:14:56,3/29,Alicia Sintes,470,104689.41,23.53,-121.05
2024-04-29,09:14:57,3/30,Alicia Sintes,469,104695.04,23.63,-121.50
2024-04-29,09:14:58,3/31,Alicia Sintes,465,104699.82,23.71,-121.89
2024-04-29,09:14:59,3/32,Alicia Sintes,454,104704.00,23.77,-122.23
2024-04-29,09:15:00,3/33,Alicia Sintes,458,104708.16,23.80,-122.56
2024-04-29,09:15:01,3/34,Alicia Sintes,416,104709.94,23.81,-122.79
2024-04-29,09:15:02,3/35,Alicia Sintes,463,104712.97,23.81,-122.95
2024-04-29,09:15:03,3/36,Alicia Sintes,467,104715.17,23.79,-123.13
2024-04-29,09:15:04,3/37,Alicia Sintes,442,104717.35,23.75,-123.30
2024-04-29,09:15:05,3/38,Alicia Sintes,452,104719.03,23.70,-123.44
2024-04-29,09:15:06,3/39,Alicia Sintes,466,104720.68,23.64,-123.57
2024-04-29,09:15:07,3/40,Alicia Sintes,403,104721.82,23.58,-123.67
2024-04-29,09:15:08,3/41,Alicia Sintes,469,104723.03,23.51,-123.76
2024-04-29,09:15:09,3/42,Alicia Sintes,471,104723.89,23.44,-123.83
2024-04-29,09:15:10,3/43,Alicia Sintes,470,104725.17,23.38,-123.93
2024-04-29,09:15:11,3/44,Alicia Sintes,469,104726.61,23.32,-124.05
2024-04-29,09:15:12,3/45,Alicia Sintes,471,104727.54,23.26,-124.13
2024-04-29,09:15:13,3/46,Alicia Sintes,470,104728.77,23.20,-124.22
2024-04-29,09:15:14,3/47,Alicia Sintes,470,104729.91,23.14,-124.32
2024-04-29,09:15:15,3/48,Alicia Sintes,470,104730.94,23.09,-124.40
2024-04-29,09:15:16,3/49,Alicia Sintes,469,104731.71,23.03,-124.46
2024-04-29,09:15:17,3/50,Alicia Sintes,469,104732.77,22.98,-124.55
2024-04-29,09:15:18,3/51,Alicia Sintes,469,104733.36,22.92,-124.60
2024-04-29,09:15:19,3/52,Alicia Sintes,468,104733.82,22.87,-124.64
2024-04-29,09:15:20,3/53,Alicia Sintes,468,104734.44,22.81,-124.68
2024-04-29,09:15:21,3/54,Alicia Sintes,468,104734.77,22.76,-124.71
2024-04-29,09:15:22,3/55,Alicia Sintes,468,104735.32,22.72,-124.76
2024-04-29,09:15:23,3/56,Alicia Sintes,468,104735.32,22.68,-124.76
2024-04-29,09:15:24,3/57,Alicia Sintes,468,104735.68,22.64,-124.78
2024-04-29,09:15:25,3/58,Alicia Sintes,468,104735.35,22.61,-124.76
2024-04-29,09:15:26,3/59,Alicia Sintes,468,104735.48,22.56,-124.77
2024-04-29,09:15:27,3/60,Alicia Sintes,468,104735.37,22.52,-124.76
2024-04-29,09:15:28,3/61,Alicia Sintes,468,104735.36,22.49,-124.76
2024-04-29,09:15:29,3/62,Alicia Sintes,468,104735.02,22.45,-124.73
2024-04-29,09:15:30,3/63,Alicia Sintes,468,104734.48,22.41,-124.69
2024-04-29,09:15:31,3/64,Alicia Sintes,468,104734.21,22.37,-124.67
2024-04-29,09:15:32,3/65,Alicia Sintes,468,104734.07,22.34,-124.65
2024-04-29,09:15:33,3/66,Alicia Sintes,468,104733.13,22.30,-124.58
2024-04-29,09:15:34,3/67,Alicia Sintes,468,104732.38,22.27,-124.51
2024-04-29,09:15:35,3/68,Alicia Sintes,468,104730.67,22.24,-124.38
2024-04-29,09:15:36,3/69,Alicia Sintes,468,104728.46,22.21,-124.20
2024-04-29,09:15:37,3/70,Alicia Sintes,468,104726.07,22.17,-124.01
2024-04-29,09:15:38,3/71,Alicia Sintes,468,104723.99,22.14,-123.84
2024-04-29,09:15:39,3/72,Alicia Sintes,468,104721.67,22.12,-123.65
2024-04-29,09:15:40,3/73,Alicia Sintes,468,104719.27,22.09,-123.46
2024-04-29,09:15:41,3/74,Alicia Sintes,468,104716.99,22.07,-123.27
2024-04-29,09:15:42,3/75,Alicia Sintes,468,104714.69,22.04,-123.09
2024-04-29,09:15:43,3/76,Alicia Sintes,469,104711.57,22.02,-122.84
2024-04-29,09:15:44,3/77,Alicia Sintes,469,104708.30,22.00,-122.57
2024-04-29,09:15:45,3/78,Alicia Sintes,469,104704.75,21.98,-122.28
2024-04-29,09:15:46,3/79,Alicia Sintes,469,104700.92,21.96,-121.98
2024-04-29,09:15:47,3/80,Alicia Sintes,469,104696.43,21.94,-121.61
