Dia,Hora,Cansat,Paquet,Termistor,Voltatge,Resistencia,Temperatura (termistor),Temperatura (BMP280),Pressió,Altura
2024-04-29,09:15:49,Alicia Sintes,82,469,2.29,8465.7,28.8,21.92,104690.03,-20.08
2024-04-29,09:15:50,Alicia Sintes,83,469,2.29,8465.7,28.8,21.9,104686.13,-20.06
2024-04-29,09:15:51,Alicia Sintes,84,469,2.29,8465.7,28.8,21.89,104682.53,-20.04
2024-04-29,09:15:52,Alicia Sintes,85,469,2.29,8465.7,28.8,21.88,104679.5,-20.02
2024-04-29,09:15:53,Alicia Sintes,86,469,2.29,8465.7,28.8,21.87,104677.38,-20.01
2024-04-29,09:15:54,Alicia Sintes,87,469,2.29,8465.7,28.8,21.86,104674.91,-19.99
2024-04-29,09:15:55,Alicia Sintes,88,469,2.29,8465.7,28.8,21.85,104672.12,-19.98
