Dia,Hora,Cansat,Paquet,Termistor,Voltatge,Resistencia,Temperatura (termistor),Temperatura (BMP280),Pressió,Altura
2024-04-29,09:43:03,Alicia Sintes,69,480,2.65,11312.5,22.25,22.01,104625.89,-19.71
2024-04-29,09:43:04,Alicia Sintes,70,479,2.66,11356.99,22.16,22.02,104625.8,-19.71
2024-04-29,09:43:05,Alicia Sintes,71,479,2.66,11356.99,22.16,22.02,104625.96,-19.71
2024-04-29,09:43:06,Alicia Sintes,72,479,2.66,11356.99,22.16,22.02,104625.8,-19.71
2024-04-29,09:43:07,Alicia Sintes,73,479,2.66,11356.99,22.16,22.02,104625.63,-19.7
2024-04-29,09:43:08,Alicia Sintes,74,480,2.65,11312.5,22.25,22.02,104625.63,-19.7
2024-04-29,09:43:09,Alicia Sintes,75,479,2.66,11356.99,22.16,22.02,104625.29,-19.7
2024-04-29,09:43:10,Alicia Sintes,76,479,2.66,11356.99,22.16,22.02,104625.46,-19.7
2024-04-29,09:43:11,Alicia Sintes,77,479,2.66,11356.99,22.16,22.02,104625.29,-19.7
2024-04-29,09:43:12,Alicia Sintes,78,479,2.66,11356.99,22.16,22.02,104625.46,-19.7
2024-04-29,09:43:13,Alicia Sintes,79,480,2.65,11312.5,22.25,22.02,104625.29,-19.7
2024-04-29,09:43:14,Alicia Sintes,80,479,2.66,11356.99,22.16,22.02,104625.29,-19.7
2024-04-29,09:43:15,Alicia Sintes,81,479,2.66,11356.99,22.16,22.02,104625.29,-19.7
2024-04-29,09:43:16,Alicia Sintes,82,479,2.66,11356.99,22.16,22.02,104625.29,-19.7
2024-04-29,09:43:17,Alicia Sintes,83,479,2.66,11356.99,22.16,22.02,104625.29,-19.7
2024-04-29,09:43:18,Alicia Sintes,84,479,2.66,11356.99,22.16,22.02,104625.13,-19.7
2024-04-29,09:43:19,Alicia Sintes,85,479,2.66,11356.99,22.16,22.02,104625.13,-19.7
2024-04-29,09:43:20,Alicia Sintes,86,479,2.66,11356.99,22.16,22.02,104624.96,-19.7
2024-04-29,09:43:21,Alicia Sintes,87,479,2.66,11356.99,22.16,22.02,104624.79,-19.7
2024-04-29,09:43:22,Alicia Sintes,88,479,2.66,11356.99,22.16,22.02,104624.79,-19.7
2024-04-29,09:43:23,Alicia Sintes,89,479,2.66,11356.99,22.16,22.02,104624.79,-19.7
2024-04-29,09:43:24,Alicia Sintes,90,479,2.66,11356.99,22.16,22.02,104624.79,-19.7
2024-04-29,09:43:25,Alicia Sintes,91,480,2.65,11312.5,22.25,22.02,104624.79,-19.7
2024-04-29,09:43:26,Alicia Sintes,92,479,2.66,11356.99,22.16,22.02,104624.79,-19.7
2024-04-29,09:43:27,Alicia Sintes,93,479,2.66,11356.99,22.16,22.02,104624.96,-19.7
2024-04-29,09:43:28,Alicia Sintes,94,479,2.66,11356.99,22.16,22.02,104624.96,-19.7
2024-04-29,09:43:29,Alicia Sintes,95,479,2.66,11356.99,22.16,22.02,104624.96,-19.7
2024-04-29,09:43:30,Alicia Sintes,96,479,2.66,11356.99,22.16,22.02,104624.96,-19.7
2024-04-29,09:43:31,Alicia Sintes,97,479,2.66,11356.99,22.16,22.02,104625.53,-19.7
2024-04-29,09:43:32,Alicia Sintes,98,479,2.66,11356.99,22.16,22.02,104625.53,-19.7
2024-04-29,09:43:33,Alicia Sintes,99,479,2.66,11356.99,22.16,22.02,104625.53,-19.7
2024-04-29,09:43:34,Alicia Sintes,100,479,2.66,11356.99,22.16,22.02,104625.53,-19.7
2024-04-29,09:43:35,Alicia Sintes,101,479,2.66,11356.99,22.16,22.02,104625.7,-19.71
2024-04-29,09:43:36,Alicia Sintes,102,479,2.66,11356.99,22.16,22.02,104625.53,-19.7
2024-04-29,09:43:37,Alicia Sintes,103,479,2.66,11356.99,22.16,22.02,104625.7,-19.71
2024-04-29,09:43:38,Alicia Sintes,104,479,2.66,11356.99,22.16,22.02,104625.7,-19.71
2024-04-29,09:43:39,Alicia Sintes,105,479,2.66,11356.99,22.16,22.02,104625.86,-19.71
2024-04-29,09:43:40,Alicia Sintes,106,479,2.66,11356.99,22.16,22.02,104625.86,-19.71
2024-04-29,09:43:41,Alicia Sintes,107,479,2.66,11356.99,22.16,22.02,104626.03,-19.71
2024-04-29,09:43:42,Alicia Sintes,108,479,2.66,11356.99,22.16,22.02,104626.03,-19.71
2024-04-29,09:43:43,Alicia Sintes,109,479,2.66,11356.99,22.16,22.02,104626.03,-19.71
2024-04-29,09:43:44,Alicia Sintes,110,479,2.66,11356.99,22.16,22.02,104625.86,-19.71
2024-04-29,09:43:45,Alicia Sintes,111,479,2.66,11356.99,22.16,22.02,104625.86,-19.71
2024-04-29,09:43:46,Alicia Sintes,112,479,2.66,11356.99,22.16,22.02,104625.53,-19.7
2024-04-29,09:43:47,Alicia Sintes,113,479,2.66,11356.99,22.16,22.02,104625.53,-19.7
2024-04-29,09:43:48,Alicia Sintes,114,479,2.66,11356.99,22.16,22.02,104625.36,-19.7
2024-04-29,09:43:49,Alicia Sintes,115,479,2.66,11356.99,22.16,22.02,104625.53,-19.7
2024-04-29,09:43:50,Alicia Sintes,116,479,2.66,11356.99,22.16,22.02,104625.36,-19.7
2024-04-29,09:43:51,Alicia Sintes,117,479,2.66,11356.99,22.16,22.02,104626.1,-19.71
2024-04-29,09:43:52,Alicia Sintes,118,479,2.66,11356.99,22.16,22.02,104625.94,-19.71
2024-04-29,09:43:53,Alicia Sintes,119,479,2.66,11356.99,22.16,22.02,104625.36,-19.7
2024-04-29,09:43:54,Alicia Sintes,120,479,2.66,11356.99,22.16,22.02,104625.19,-19.7
2024-04-29,09:43:55,Alicia Sintes,121,479,2.66,11356.99,22.16,22.02,104625.36,-19.7
2024-04-29,09:43:56,Alicia Sintes,122,479,2.66,11356.99,22.16,22.02,104625.36,-19.7
2024-04-29,09:43:57,Alicia Sintes,123,479,2.66,11356.99,22.16,22.02,104625.7,-19.71
2024-04-29,09:43:58,Alicia Sintes,124,479,2.66,11356.99,22.16,22.02,104625.7,-19.71
2024-04-29,09:43:59,Alicia Sintes,125,479,2.66,11356.99,22.16,22.02,104625.63,-19.7
2024-04-29,09:44:00,Alicia Sintes,126,479,2.66,11356.99,22.16,22.02,104625.63,-19.7
2024-04-29,09:44:01,Alicia Sintes,127,479,2.66,11356.99,22.16,22.02,104625.63,-19.7
2024-04-29,09:44:02,Alicia Sintes,128,479,2.66,11356.99,22.16,22.02,104625.63,-19.7
2024-04-29,09:44:03,Alicia Sintes,129,479,2.66,11356.99,22.16,22.02,104625.63,-19.7
2024-04-29,09:44:04,Alicia Sintes,130,479,2.66,11356.99,22.16,22.01,104625.22,-19.7
2024-04-29,09:44:05,Alicia Sintes,131,479,2.66,11356.99,22.16,22.01,104625.56,-19.7
2024-04-29,09:44:06,Alicia Sintes,132,479,2.66,11356.99,22.16,22.01,104625.39,-19.7
2024-04-29,09:44:07,Alicia Sintes,133,479,2.66,11356.99,22.16,22.01,104625.39,-19.7
2024-04-29,09:44:08,Alicia Sintes,134,479,2.66,11356.99,22.16,22.01,104625.39,-19.7
2024-04-29,09:44:09,Alicia Sintes,135,479,2.66,11356.99,22.16,22.01,104625.89,-19.71
2024-04-29,09:44:10,Alicia Sintes,136,479,2.66,11356.99,22.16,22.01,104625.89,-19.71
2024-04-29,09:44:11,Alicia Sintes,137,479,2.66,11356.99,22.16,22.01,104625.56,-19.7
2024-04-29,09:44:12,Alicia Sintes,138,479,2.66,11356.99,22.16,22.01,104625.56,-19.7
2024-04-29,09:44:13,Alicia Sintes,139,479,2.66,11356.99,22.16,22.01,104625.39,-19.7
2024-04-29,09:44:14,Alicia Sintes,140,479,2.66,11356.99,22.16,22.02,104625.8,-19.71
2024-04-29,09:44:15,Alicia Sintes,141,479,2.66,11356.99,22.16,22.02,104625.96,-19.71
2024-04-29,09:44:16,Alicia Sintes,142,479,2.66,11356.99,22.16,22.02,104626.13,-19.71
2024-04-29,09:44:17,Alicia Sintes,143,479,2.66,11356.99,22.16,22.02,104626.13,-19.71
2024-04-29,09:44:18,Alicia Sintes,144,479,2.66,11356.99,22.16,22.02,104626.3,-19.71
2024-04-29,09:44:19,Alicia Sintes,145,479,2.66,11356.99,22.16,22.02,104626.71,-19.71
2024-04-29,09:44:20,Alicia Sintes,146,479,2.66,11356.99,22.16,22.02,104626.87,-19.71
2024-04-29,09:44:21,Alicia Sintes,147,479,2.66,11356.99,22.16,22.02,104627.21,-19.71
2024-04-29,09:44:22,Alicia Sintes,148,480,2.65,11312.5,22.25,22.02,104626.87,-19.71
2024-04-29,09:44:23,Alicia Sintes,149,479,2.66,11356.99,22.16,22.02,104626.87,-19.71
2024-04-29,09:44:25,Alicia Sintes,150,479,2.66,11356.99,22.16,22.02,104627.28,-19.71
2024-04-29,09:44:26,Alicia Sintes,151,479,2.66,11356.99,22.16,22.02,104627.11,-19.71
2024-04-29,09:44:26,Alicia Sintes,152,479,2.66,11356.99,22.16,22.02,104626.94,-19.71
2024-04-29,09:44:28,Alicia Sintes,153,480,2.65,11312.5,22.25,22.02,104626.85,-19.71
2024-04-29,09:44:29,Alicia Sintes,154,480,2.65,11312.5,22.25,22.02,104626.5,-19.71
2024-04-29,09:44:30,Alicia Sintes,155,479,2.66,11356.99,22.16,22.02,104626.0,-19.71
2024-04-29,09:44:31,Alicia Sintes,156,479,2.66,11356.99,22.16,22.02,104626.0,-19.71
2024-04-29,09:44:32,Alicia Sintes,157,479,2.66,11356.99,22.16,22.02,104626.0,-19.71
2024-04-29,09:44:33,Alicia Sintes,158,480,2.65,11312.5,22.25,22.02,104625.83,-19.71
2024-04-29,09:44:34,Alicia Sintes,159,479,2.66,11356.99,22.16,22.02,104625.67,-19.7
2024-04-29,09:44:35,Alicia Sintes,160,479,2.66,11356.99,22.16,22.02,104625.67,-19.7
2024-04-29,09:44:36,Alicia Sintes,161,479,2.66,11356.99,22.16,22.02,104625.5,-19.7
2024-04-29,09:44:37,Alicia Sintes,162,480,2.65,11312.5,22.25,22.02,104625.33,-19.7
2024-04-29,09:44:38,Alicia Sintes,163,479,2.66,11356.99,22.16,22.03,104625.74,-19.71
2024-04-29,09:44:39,Alicia Sintes,164,479,2.66,11356.99,22.16,22.03,104625.91,-19.71
2024-04-29,09:44:40,Alicia Sintes,165,479,2.66,11356.99,22.16,22.03,104625.91,-19.71
2024-04-29,09:44:41,Alicia Sintes,166,479,2.66,11356.99,22.16,22.03,104626.07,-19.71
2024-04-29,09:44:42,Alicia Sintes,167,479,2.66,11356.99,22.16,22.03,104626.48,-19.71
2024-04-29,09:44:43,Alicia Sintes,168,479,2.66,11356.99,22.16,22.03,104626.64,-19.71
2024-04-29,09:44:44,Alicia Sintes,169,479,2.66,11356.99,22.16,22.03,104626.85,-19.71
2024-04-29,09:44:45,Alicia Sintes,170,479,2.66,11356.99,22.16,22.03,104626.85,-19.71
2024-04-29,09:44:46,Alicia Sintes,171,479,2.66,11356.99,22.16,22.03,104627.02,-19.71
2024-04-29,09:44:47,Alicia Sintes,172,480,2.65,11312.5,22.25,22.03,104627.6,-19.72
2024-04-29,09:44:48,Alicia Sintes,173,480,2.65,11312.5,22.25,22.03,104627.42,-19.72
2024-04-29,09:44:49,Alicia Sintes,174,480,2.65,11312.5,22.25,22.03,104627.6,-19.72
2024-04-29,09:44:50,Alicia Sintes,175,480,2.65,11312.5,22.25,22.04,104627.83,-19.72
2024-04-29,09:44:51,Alicia Sintes,176,480,2.65,11312.5,22.25,22.04,104627.83,-19.72
2024-04-29,09:44:52,Alicia Sintes,177,480,2.65,11312.5,22.25,22.04,104627.49,-19.72
2024-04-29,09:44:53,Alicia Sintes,178,480,2.65,11312.5,22.25,22.04,104627.57,-19.72
2024-04-29,09:44:54,Alicia Sintes,179,480,2.65,11312.5,22.25,22.04,104627.46,-19.72
2024-04-29,09:44:55,Alicia Sintes,180,480,2.65,11312.5,22.25,22.04,104627.36,-19.71
2024-04-29,09:44:56,Alicia Sintes,181,480,2.65,11312.5,22.25,22.04,104626.86,-19.71
2024-04-29,09:44:57,Alicia Sintes,182,480,2.65,11312.5,22.25,22.05,104626.77,-19.71
2024-04-29,09:44:58,Alicia Sintes,183,480,2.65,11312.5,22.25,22.05,104626.67,-19.71
2024-04-29,09:44:59,Alicia Sintes,184,480,2.65,11312.5,22.25,22.05,104627.07,-19.71
2024-04-29,09:45:00,Alicia Sintes,185,480,2.65,11312.5,22.25,22.05,104626.57,-19.71
2024-04-29,09:45:01,Alicia Sintes,186,480,2.65,11312.5,22.25,22.05,104626.31,-19.71
2024-04-29,09:45:02,Alicia Sintes,187,480,2.65,11312.5,22.25,22.06,104626.38,-19.71
2024-04-29,09:45:03,Alicia Sintes,188,480,2.65,11312.5,22.25,22.06,104626.44,-19.71
2024-04-29,09:45:04,Alicia Sintes,189,480,2.65,11312.5,22.25,22.06,104626.17,-19.71
2024-04-29,09:45:05,Alicia Sintes,190,480,2.65,11312.5,22.25,22.06,104625.91,-19.71
2024-04-29,09:45:06,Alicia Sintes,191,481,2.65,11268.19,22.34,22.07,104625.99,-19.71
2024-04-29,09:45:07,Alicia Sintes,192,481,2.65,11268.19,22.34,22.07,104626.05,-19.71
2024-04-29,09:45:08,Alicia Sintes,193,481,2.65,11268.19,22.34,22.07,104626.09,-19.71
2024-04-29,09:45:09,Alicia Sintes,194,481,2.65,11268.19,22.34,22.07,104625.83,-19.71
2024-04-29,09:45:10,Alicia Sintes,195,481,2.65,11268.19,22.34,22.08,104626.23,-19.71
2024-04-29,09:45:11,Alicia Sintes,196,481,2.65,11268.19,22.34,22.08,104626.3,-19.71
2024-04-29,09:45:12,Alicia Sintes,197,481,2.65,11268.19,22.34,22.08,104626.36,-19.71
2024-04-29,09:45:13,Alicia Sintes,198,481,2.65,11268.19,22.34,22.08,104626.6,-19.71
2024-04-29,09:45:14,Alicia Sintes,199,481,2.65,11268.19,22.34,22.09,104626.17,-19.71
2024-04-29,09:45:15,Alicia Sintes,200,481,2.65,11268.19,22.34,22.09,104626.24,-19.71
2024-04-29,09:45:16,Alicia Sintes,201,481,2.65,11268.19,22.34,22.09,104626.14,-19.71
2024-04-29,09:45:17,Alicia Sintes,202,481,2.65,11268.19,22.34,22.09,104625.88,-19.71
2024-04-29,09:45:18,Alicia Sintes,203,481,2.65,11268.19,22.34,22.1,104625.95,-19.71
2024-04-29,09:45:19,Alicia Sintes,204,481,2.65,11268.19,22.34,22.1,104625.78,-19.71
2024-04-29,09:45:20,Alicia Sintes,205,481,2.65,11268.19,22.34,22.1,104626.02,-19.71
2024-04-29,09:45:21,Alicia Sintes,206,481,2.65,11268.19,22.34,22.1,104625.68,-19.7
2024-04-29,09:45:22,Alicia Sintes,207,481,2.65,11268.19,22.34,22.1,104626.09,-19.71
2024-04-29,09:45:23,Alicia Sintes,208,481,2.65,11268.19,22.34,22.1,104626.16,-19.71
2024-04-29,09:45:24,Alicia Sintes,209,481,2.65,11268.19,22.34,22.1,104625.99,-19.71
2024-04-29,09:45:25,Alicia Sintes,210,481,2.65,11268.19,22.34,22.1,104625.82,-19.71
2024-04-29,09:45:26,Alicia Sintes,211,481,2.65,11268.19,22.34,22.11,104626.07,-19.71
2024-04-29,09:45:27,Alicia Sintes,212,481,2.65,11268.19,22.34,22.11,104625.72,-19.71
2024-04-29,09:45:28,Alicia Sintes,213,481,2.65,11268.19,22.34,22.11,104625.56,-19.7
2024-04-29,09:45:29,Alicia Sintes,214,481,2.65,11268.19,22.34,22.11,104625.63,-19.7
2024-04-29,09:45:30,Alicia Sintes,215,482,2.64,11224.07,22.42,22.11,104625.83,-19.71
2024-04-29,09:45:31,Alicia Sintes,216,482,2.64,11224.07,22.42,22.11,104625.16,-19.7
2024-04-29,09:45:32,Alicia Sintes,217,482,2.64,11224.07,22.42,22.11,104625.23,-19.7
2024-04-29,09:45:33,Alicia Sintes,218,482,2.64,11224.07,22.42,22.11,104625.23,-19.7
2024-04-29,09:45:34,Alicia Sintes,219,482,2.64,11224.07,22.42,22.11,104625.4,-19.7
2024-04-29,09:45:35,Alicia Sintes,220,482,2.64,11224.07,22.42,22.11,104625.57,-19.7
2024-04-29,09:45:36,Alicia Sintes,221,482,2.64,11224.07,22.42,22.11,104625.57,-19.7
2024-04-29,09:45:37,Alicia Sintes,222,482,2.64,11224.07,22.42,22.11,104625.16,-19.7
2024-04-29,09:45:38,Alicia Sintes,223,482,2.64,11224.07,22.42,22.11,104624.99,-19.7
2024-04-29,09:45:39,Alicia Sintes,224,482,2.64,11224.07,22.42,22.11,104624.66,-19.7
2024-04-29,09:45:40,Alicia Sintes,225,481,2.65,11268.19,22.34,22.11,104625.07,-19.7
2024-04-29,09:45:41,Alicia Sintes,226,482,2.64,11224.07,22.42,22.11,104624.89,-19.7
2024-04-29,09:45:42,Alicia Sintes,227,482,2.64,11224.07,22.42,22.11,104624.89,-19.7
2024-04-29,09:45:43,Alicia Sintes,228,482,2.64,11224.07,22.42,22.12,104624.96,-19.7
2024-04-29,09:45:44,Alicia Sintes,229,481,2.65,11268.19,22.34,22.12,104624.96,-19.7
2024-04-29,09:45:45,Alicia Sintes,230,482,2.64,11224.07,22.42,22.12,104625.14,-19.7
2024-04-29,09:45:46,Alicia Sintes,231,481,2.65,11268.19,22.34,22.12,104624.8,-19.7
2024-04-29,09:45:47,Alicia Sintes,232,482,2.64,11224.07,22.42,22.12,104624.86,-19.7
2024-04-29,09:45:48,Alicia Sintes,233,482,2.64,11224.07,22.42,22.12,104624.86,-19.7
2024-04-29,09:45:49,Alicia Sintes,234,482,2.64,11224.07,22.42,22.12,104624.86,-19.7
2024-04-29,09:45:50,Alicia Sintes,235,482,2.64,11224.07,22.42,22.12,104624.86,-19.7
2024-04-29,09:45:51,Alicia Sintes,236,482,2.64,11224.07,22.42,22.12,104624.86,-19.7
2024-04-29,09:45:52,Alicia Sintes,237,482,2.64,11224.07,22.42,22.12,104624.7,-19.7
2024-04-29,09:45:53,Alicia Sintes,238,482,2.64,11224.07,22.42,22.12,104624.7,-19.7
2024-04-29,09:45:54,Alicia Sintes,239,482,2.64,11224.07,22.42,22.12,104625.1,-19.7
2024-04-29,09:45:55,Alicia Sintes,240,482,2.64,11224.07,22.42,22.12,104625.1,-19.7
2024-04-29,09:45:56,Alicia Sintes,241,482,2.64,11224.07,22.42,22.12,104624.77,-19.7
2024-04-29,09:45:57,Alicia Sintes,242,482,2.64,11224.07,22.42,22.12,104625.17,-19.7
2024-04-29,09:45:58,Alicia Sintes,243,482,2.64,11224.07,22.42,22.12,104625.0,-19.7
2024-04-29,09:45:59,Alicia Sintes,244,482,2.64,11224.07,22.42,22.13,104625.24,-19.7
2024-04-29,09:46:00,Alicia Sintes,245,482,2.64,11224.07,22.42,22.13,104625.08,-19.7
2024-04-29,09:46:01,Alicia Sintes,246,482,2.64,11224.07,22.42,22.13,104625.32,-19.7
2024-04-29,09:46:02,Alicia Sintes,247,482,2.64,11224.07,22.42,22.13,104625.55,-19.7
2024-04-29,09:46:04,Alicia Sintes,248,482,2.64,11224.07,22.42,22.13,104625.38,-19.7
2024-04-29,09:46:04,Alicia Sintes,249,482,2.64,11224.07,22.42,22.13,104625.78,-19.71
2024-04-29,09:46:05,Alicia Sintes,250,482,2.64,11224.07,22.42,22.13,104625.61,-19.7
2024-04-29,09:46:06,Alicia Sintes,251,482,2.64,11224.07,22.42,22.14,104626.03,-19.71
2024-04-29,09:46:08,Alicia Sintes,252,482,2.64,11224.07,22.42,22.14,104626.1,-19.71
2024-04-29,09:46:08,Alicia Sintes,253,482,2.64,11224.07,22.42,22.14,104625.92,-19.71
2024-04-29,09:46:09,Alicia Sintes,254,482,2.64,11224.07,22.42,22.14,104626.33,-19.71
2024-04-29,09:46:10,Alicia Sintes,255,482,2.64,11224.07,22.42,22.14,104626.0,-19.71
2024-04-29,09:46:11,Alicia Sintes,256,482,2.64,11224.07,22.42,22.14,104625.92,-19.71
2024-04-29,09:46:12,Alicia Sintes,257,482,2.64,11224.07,22.42,22.14,104625.6,-19.7
2024-04-29,09:46:14,Alicia Sintes,258,482,2.64,11224.07,22.42,22.15,104625.5,-19.7
2024-04-29,09:46:15,Alicia Sintes,259,482,2.64,11224.07,22.42,22.15,104625.16,-19.7
2024-04-29,09:46:16,Alicia Sintes,260,482,2.64,11224.07,22.42,22.15,104625.07,-19.7
2024-04-29,09:46:17,Alicia Sintes,261,482,2.64,11224.07,22.42,22.15,104624.72,-19.7
2024-04-29,09:46:18,Alicia Sintes,262,482,2.64,11224.07,22.42,22.15,104624.56,-19.7
2024-04-29,09:46:19,Alicia Sintes,263,482,2.64,11224.07,22.42,22.15,104624.39,-19.7
2024-04-29,09:46:20,Alicia Sintes,264,482,2.64,11224.07,22.42,22.15,104624.6,-19.7
2024-04-29,09:46:21,Alicia Sintes,265,482,2.64,11224.07,22.42,22.15,104624.6,-19.7
2024-04-29,09:46:22,Alicia Sintes,266,482,2.64,11224.07,22.42,22.15,104624.6,-19.7
2024-04-29,09:46:23,Alicia Sintes,267,482,2.64,11224.07,22.42,22.15,104624.6,-19.7
2024-04-29,09:46:24,Alicia Sintes,268,482,2.64,11224.07,22.42,22.15,104624.6,-19.7
2024-04-29,09:46:25,Alicia Sintes,269,482,2.64,11224.07,22.42,22.15,104624.06,-19.7
2024-04-29,09:46:26,Alicia Sintes,270,482,2.64,11224.07,22.42,22.15,104624.22,-19.7
2024-04-29,09:46:27,Alicia Sintes,271,482,2.64,11224.07,22.42,22.15,104624.06,-19.7
2024-04-29,09:46:28,Alicia Sintes,272,482,2.64,11224.07,22.42,22.15,104623.82,-19.69
2024-04-29,09:46:29,Alicia Sintes,273,482,2.64,11224.07,22.42,22.14,104623.92,-19.69
2024-04-29,09:46:30,Alicia Sintes,274,482,2.64,11224.07,22.42,22.14,104624.08,-19.7
2024-04-29,09:46:31,Alicia Sintes,275,482,2.64,11224.07,22.42,22.14,104623.82,-19.69
2024-04-29,09:46:32,Alicia Sintes,276,482,2.64,11224.07,22.42,22.14,104624.15,-19.7
2024-04-29,09:46:33,Alicia Sintes,277,482,2.64,11224.07,22.42,22.14,104624.08,-19.7
2024-04-29,09:46:34,Alicia Sintes,278,482,2.64,11224.07,22.42,22.14,104624.42,-19.7
2024-04-29,09:46:35,Alicia Sintes,279,481,2.65,11268.19,22.34,22.14,104624.35,-19.7
2024-04-29,09:46:36,Alicia Sintes,280,481,2.65,11268.19,22.34,22.13,104624.44,-19.7
2024-04-29,09:46:37,Alicia Sintes,281,482,2.64,11224.07,22.42,22.13,104624.61,-19.7
2024-04-29,09:46:38,Alicia Sintes,282,482,2.64,11224.07,22.42,22.13,104624.71,-19.7
2024-04-29,09:46:39,Alicia Sintes,283,482,2.64,11224.07,22.42,22.13,104624.71,-19.7
2024-04-29,09:46:40,Alicia Sintes,284,482,2.64,11224.07,22.42,22.13,104624.64,-19.7
