2024-04-29,09:41:50,0/Cansat Alicia Sintes. En repos. Esperant ordres.
2024-04-29,09:41:53,3/0,Alicia Sintes,479,104622.88,22.01,-115.67
2024-04-29,09:41:54,3/1,Alicia Sintes,479,104622.71,22.01,-115.65
2024-04-29,09:41:55,3/2,Alicia Sintes,479,104623.11,22.02,-115.68
2024-04-29,09:41:56,3/3,Alicia Sintes,479,104622.94,22.02,-115.67
2024-04-29,09:41:57,3/4,Alicia Sintes,479,104622.94,22.02,-115.67
2024-04-29,09:41:58,3/5,Alicia Sintes,478,104622.94,22.02,-115.67
2024-04-29,09:41:59,3/6,Alicia Sintes,479,104622.61,22.02,-115.65
2024-04-29,09:42:00,3/7,Alicia Sintes,478,104622.61,22.02,-115.65
2024-04-29,09:42:01,3/8,Alicia Sintes,479,104622.78,22.02,-115.66
2024-04-29,09:42:02,3/9,Alicia Sintes,478,104622.61,22.02,-115.65
2024-04-29,09:42:03,3/10,Alicia Sintes,479,104622.44,22.02,-115.63
2024-04-29,09:42:04,3/11,Alicia Sintes,478,104622.61,22.02,-115.65
2024-04-29,09:42:05,3/12,Alicia Sintes,479,104622.44,22.02,-115.63
2024-04-29,09:42:06,3/13,Alicia Sintes,478,104622.44,22.02,-115.63
2024-04-29,09:42:08,3/14,Alicia Sintes,479,104622.44,22.02,-115.63
2024-04-29,09:42:09,3/15,Alicia Sintes,479,104622.28,22.02,-115.62
2024-04-29,09:42:10,3/16,Alicia Sintes,479,104622.85,22.02,-115.66
2024-04-29,09:42:11,3/17,Alicia Sintes,479,104623.02,22.02,-115.68
2024-04-29,09:42:12,3/18,Alicia Sintes,478,104623.18,22.02,-115.69
2024-04-29,09:42:13,3/19,Alicia Sintes,478,104623.35,22.02,-115.71
2024-04-29,09:42:14,3/20,Alicia Sintes,478,104623.35,22.02,-115.71
2024-04-29,09:42:14,3/21,Alicia Sintes,479,104623.45,22.02,-115.72
2024-04-29,09:42:15,3/22,Alicia Sintes,478,104623.61,22.02,-115.73
2024-04-29,09:42:16,3/23,Alicia Sintes,478,104623.78,22.02,-115.74
2024-04-29,09:42:17,3/24,Alicia Sintes,478,104624.11,22.02,-115.77
2024-04-29,09:42:18,3/25,Alicia Sintes,479,104624.11,22.02,-115.77
2024-04-29,09:42:19,3/26,Alicia Sintes,479,104624.62,22.02,-115.81
2024-04-29,09:42:20,3/27,Alicia Sintes,479,104625.13,22.02,-115.85
2024-04-29,09:42:21,3/28,Alicia Sintes,479,104624.89,22.01,-115.83
2024-04-29,09:42:22,3/29,Alicia Sintes,478,104625.06,22.01,-115.85
2024-04-29,09:42:23,3/30,Alicia Sintes,478,104625.06,22.01,-115.85
2024-04-29,09:42:24,3/31,Alicia Sintes,479,104625.22,22.01,-115.86
2024-04-29,09:42:25,3/32,Alicia Sintes,479,104624.99,22.01,-115.84
2024-04-29,09:42:26,3/33,Alicia Sintes,479,104625.16,22.01,-115.85
